Sequence	Position	Raw Binding (log ratio)
SEQ1	5338	1.48
SEQ1	5339	1.34
SEQ1	5340	1.07
SEQ1	5341	0.823
SEQ1	5342	0.499
SEQ1	5343	0.194
SEQ1	5344	0.404
SEQ1	5345	0.579
SEQ1	5346	1.08
SEQ1	5347	1.29
SEQ1	5348	1.45
SEQ1	5349	0.781
SEQ1	5350	0.406
SEQ1	5351	0.283
SEQ1	5352	0.519
SEQ1	5353	0.799
SEQ1	5354	1.02
SEQ1	5355	1.32
SEQ1	5356	0.675
SEQ1	5357	0.298
SEQ1	5358	-0.306
SEQ1	5359	-0.677
SEQ1	5360	-0.689
SEQ1	5361	-0.481
SEQ1	5362	-0.0378
SEQ1	5363	0.51
SEQ1	5364	1.17
SEQ1	5365	1.38
SEQ1	5366	1.57
SEQ1	5367	1.56
SEQ1	5368	1.42
SEQ1	5369	0.885
SEQ1	5370	0.309
SEQ1	5371	0.202
SEQ1	5372	0.863
SEQ1	5373	1.93
SEQ1	5374	2.71
SEQ1	5375	3.01
SEQ1	5376	2.58
SEQ1	5377	1.33
SEQ1	5378	0.422
SEQ1	5379	-0.274
SEQ1	5380	-0.376
SEQ1	5381	0.295
SEQ1	5382	0.724
SEQ1	5383	1.46
SEQ1	5384	1.89
SEQ1	5385	2.29
SEQ1	5386	2.12
SEQ1	5387	1.85
SEQ1	5388	1.45
SEQ1	5389	1.02
SEQ1	5390	0.924
SEQ1	5391	0.792
SEQ1	5392	1.19
SEQ1	5393	1.89
SEQ1	5394	2.04
SEQ1	5395	1.87
SEQ1	5396	1.73
SEQ1	5397	1.05
SEQ1	5398	0.445
SEQ1	5399	-0.428
SEQ1	5400	-0.728
SEQ1	5401	-0.737
SEQ1	5402	-0.459
SEQ1	5403	0.371
SEQ1	5404	0.801
SEQ1	5405	1.39
SEQ1	5406	1.49
SEQ1	5407	1.11
SEQ1	5408	0.503
SEQ1	5409	-0.358
SEQ1	5410	-0.879
SEQ1	5411	-0.818
SEQ1	5412	-0.572
SEQ1	5413	0.0564
SEQ1	5414	0.745
SEQ1	5415	0.921
SEQ1	5416	0.882
SEQ1	5417	0.778
SEQ1	5418	0.123
SEQ1	5419	-0.482
SEQ1	5420	-0.644
SEQ1	5421	-0.509
SEQ1	5422	-0.0247
SEQ1	5423	0.449
SEQ1	5424	0.867
SEQ1	5425	0.666
SEQ1	5426	0.433
SEQ1	5427	0.295
SEQ1	5428	-0.00729
SEQ1	5429	-0.309
SEQ1	5430	-0.702
SEQ1	5431	-0.415
SEQ1	5432	-0.106
SEQ1	5433	0.0304
SEQ1	5434	0.526
SEQ1	5435	0.994
SEQ1	5436	1.08
SEQ1	5437	0.542
SEQ1	5438	-0.205
SEQ1	5439	-1.12
SEQ1	5440	-1.38
SEQ1	5441	-1.17
SEQ1	5442	-0.561
SEQ1	5443	0.555
SEQ1	5444	1.59
SEQ1	5445	2.13
SEQ1	5446	2.08
SEQ1	5447	2.03
SEQ1	5448	1.86
SEQ1	5449	1.81
SEQ1	5450	1.94
SEQ1	5451	1.45
SEQ1	5452	0.892
SEQ1	5453	0.385
SEQ1	5454	-0.087
SEQ1	5455	0.283
SEQ1	5456	0.742
SEQ1	5457	0.967
SEQ1	5458	1.02
SEQ1	5459	0.489
SEQ1	5460	0.0292
SEQ1	5461	-0.33
SEQ1	5462	-0.277
SEQ1	5463	0.0735
SEQ1	5464	0.223
SEQ1	5465	0.546
SEQ1	5466	0.724
SEQ1	5467	0.409
SEQ1	5468	0.173
SEQ1	5469	-0.19
SEQ1	5470	-0.358
SEQ1	5471	-0.329
SEQ1	5472	-0.396
SEQ1	5473	-0.608
SEQ1	5474	-0.399
SEQ1	5475	0.0134
SEQ1	5476	0.583
SEQ1	5477	1.15
SEQ1	5478	1.19
SEQ1	5479	1.36
SEQ1	5480	1.27
SEQ1	5481	0.988
SEQ1	5482	0.876
SEQ1	5483	0.935
SEQ1	5484	0.626
SEQ1	5485	0.266
SEQ1	5486	-0.114
SEQ1	5487	-0.683
SEQ1	5488	-1.15
SEQ1	5489	-1.29
SEQ1	5490	-1.01
SEQ1	5491	-0.327
SEQ1	5492	0.415
SEQ1	5493	0.822
SEQ1	5494	0.842
SEQ1	5495	0.45
SEQ1	5496	-0.284
SEQ1	5497	-0.926
SEQ1	5498	-1.26
SEQ1	5499	-1.32
SEQ1	5500	-1.4
SEQ1	5501	-1.25
SEQ1	5502	-1.16
SEQ1	5503	-0.732
SEQ1	5504	-0.539
SEQ1	5505	-0.187
SEQ1	5506	0.347
SEQ1	5507	0.434
SEQ1	5508	0.0597
SEQ1	5509	-0.288
SEQ1	5510	-0.558
SEQ1	5511	-0.574
SEQ1	5512	0.316
SEQ1	5513	1.01
SEQ1	5514	1.64
SEQ1	5515	2.2
SEQ1	5516	1.71
SEQ1	5517	0.821
SEQ1	5518	0.384
SEQ1	5519	-0.492
SEQ1	5520	-0.791
SEQ1	5521	-1.02
SEQ1	5522	-1.31
SEQ1	5523	-1.48
SEQ1	5524	-1.08
SEQ1	5525	-0.442
SEQ1	5526	-0.0851
SEQ1	5527	-0.0808
SEQ1	5528	-0.44
SEQ1	5529	-0.83
SEQ1	5530	-1.35
SEQ1	5531	-1.63
SEQ1	5532	-1.49
SEQ1	5533	-1
SEQ1	5534	-0.5
SEQ1	5535	-0.201
SEQ1	5536	-0.295
SEQ1	5537	-0.338
SEQ1	5538	-0.817
SEQ1	5539	-1.16
SEQ1	5540	-0.889
SEQ1	5541	-0.788
SEQ1	5542	-0.406
SEQ1	5543	-0.382
SEQ1	5544	0.11
SEQ1	5545	0.715
SEQ1	5546	1.37
SEQ1	5547	1.84
SEQ1	5548	1.98
SEQ1	5549	1.99
SEQ1	5550	1.37
SEQ1	5551	0.632
SEQ1	5552	0.0919
SEQ1	5553	-0.203
SEQ1	5554	-0.732
SEQ1	5555	-1.26
SEQ1	5556	-1.4
SEQ1	5557	-1.58
SEQ1	5558	-1.6
SEQ1	5559	-1.2
SEQ1	5560	-0.685
SEQ1	5561	-0.0448
SEQ1	5562	-0.124
SEQ1	5563	-0.351
SEQ1	5564	-0.74
SEQ1	5565	-0.879
SEQ1	5566	-1.36
SEQ1	5567	-1.49
SEQ1	5568	-1.54
SEQ1	5569	-1.43
SEQ1	5570	-1.1
SEQ1	5571	-0.714
SEQ1	5572	-0.0253
SEQ1	5573	0.275
SEQ1	5574	0.508
SEQ1	5575	-0.0172
SEQ1	5576	-0.592
SEQ1	5577	-1.42
SEQ1	5578	-2.09
SEQ1	5579	-2.61
SEQ1	5580	-2.21
SEQ1	5581	-1.27
SEQ1	5582	-0.644
SEQ1	5583	-0.0472
SEQ1	5584	-0.035
SEQ1	5585	-0.184
SEQ1	5586	-0.765
SEQ1	5587	-1.47
SEQ1	5588	-2
SEQ1	5589	-2.15
SEQ1	5590	-2.31
SEQ1	5591	-2.59
SEQ1	5592	-2.44
SEQ1	5593	-2.47
SEQ1	5594	-1.72
SEQ1	5595	-1.13
SEQ1	5596	-0.249
SEQ1	5597	0.12
SEQ1	5598	0.297
SEQ1	5599	0.238
SEQ1	5600	-0.143
SEQ1	5601	-0.802
SEQ1	5602	-0.975
SEQ1	5603	-0.858
SEQ1	5604	-0.682
SEQ1	5605	-0.504
SEQ1	5606	-0.0105
SEQ1	5607	0.278
SEQ1	5608	0.424
SEQ1	5609	0.464
SEQ1	5610	0.311
SEQ1	5611	-0.217
SEQ1	5612	-0.645
SEQ1	5613	-1.46
SEQ1	5614	-1.59
SEQ1	5615	-1.99
SEQ1	5616	-1.54
SEQ1	5617	-1.18
SEQ1	5618	-0.387
SEQ1	5619	0.152
SEQ1	5620	0.269
SEQ1	5621	-0.341
SEQ1	5622	-1.26
SEQ1	5623	-2.06
SEQ1	5624	-2.64
SEQ1	5625	-3.1
SEQ1	5626	-2.81
SEQ1	5627	-2.16
SEQ1	5628	-1.47
SEQ1	5629	-1.16
SEQ1	5630	-0.64
SEQ1	5631	-0.548
SEQ1	5632	-0.807
SEQ1	5633	-1.32
SEQ1	5634	-1.47
SEQ1	5635	-1.42
SEQ1	5636	-1.62
SEQ1	5637	-1.92
SEQ1	5638	-1.99
SEQ1	5639	-2.05
SEQ1	5640	-2.54
SEQ1	5641	-2.75
SEQ1	5642	-3.08
SEQ1	5643	-3.32
SEQ1	5644	-3.36
SEQ1	5645	-3.46
SEQ1	5646	-2.96
SEQ1	5647	-2.34
SEQ1	5648	-1.52
SEQ1	5649	-1.31
SEQ1	5650	-2
SEQ1	5651	-2.86
SEQ1	5652	-3.75
SEQ1	5653	-4.2
SEQ1	5654	-4.1
SEQ1	5655	-3.84
SEQ1	5656	-3.14
SEQ1	5657	-2.4
SEQ1	5658	-1.89
SEQ1	5659	-1.83
SEQ1	5660	-1.85
SEQ1	5661	-1.83
SEQ1	5662	-2.34
SEQ1	5663	-2.53
SEQ1	5664	-2.7
SEQ1	5665	-2.99
SEQ1	5666	-3
SEQ1	5667	-2.89
SEQ1	5668	-2.32
SEQ1	5669	-2.09
SEQ1	5670	-2.21
SEQ1	5671	-2.88
SEQ1	5672	-3.73
SEQ1	5673	-4.25
SEQ1	5674	-4.1
SEQ1	5675	-3.55
SEQ1	5676	-3.24
SEQ1	5677	-2.64
SEQ1	5678	-2.56
SEQ1	5679	-2.66
SEQ1	5680	-2.84
SEQ1	5681	-2.75
SEQ1	5682	-2.51
SEQ1	5683	-2.44
SEQ1	5684	-2.29
SEQ1	5685	-2.31
SEQ1	5686	-2.52
SEQ1	5687	-2.86
SEQ1	5688	-3.35
SEQ1	5689	-3.72
SEQ1	5690	-3.43
SEQ1	5691	-3.22
SEQ1	5692	-3.25
SEQ1	5693	-2.64
SEQ1	5694	-2.34
SEQ1	5695	-2.13
SEQ1	5696	-1.43
SEQ1	5697	-1.25
SEQ1	5698	-1.46
SEQ1	5699	-2.35
SEQ1	5700	-3.08
SEQ1	5701	-3.47
SEQ1	5702	-3.3
SEQ1	5703	-2.74
SEQ1	5704	-1.6
SEQ1	5705	-0.557
SEQ1	5706	0.0818
SEQ1	5707	0.259
SEQ1	5708	-0.0395
SEQ1	5709	-1.01
SEQ1	5710	-1.85
SEQ1	5711	-2.87
SEQ1	5712	-3.34
SEQ1	5713	-3.23
SEQ1	5714	-2.75
SEQ1	5715	-1.7
SEQ1	5716	-0.566
SEQ1	5717	0.00201
SEQ1	5718	-0.183
SEQ1	5719	-1.23
SEQ1	5720	-2.73
SEQ1	5721	-4.24
SEQ1	5722	-5.23
SEQ1	5723	-5.01
SEQ1	5724	-4.25
SEQ1	5725	-3
SEQ1	5726	-1.49
SEQ1	5727	-0.161
SEQ1	5728	0.534
SEQ1	5729	0.44
SEQ1	5730	-0.287
SEQ1	5731	-1.79
SEQ1	5732	-3.54
SEQ1	5733	-4.91
SEQ1	5734	-5.71
SEQ1	5735	-5.59
SEQ1	5736	-4.94
SEQ1	5737	-3.37
SEQ1	5738	-1.77
SEQ1	5739	-0.839
SEQ1	5740	-0.55
SEQ1	5741	-0.736
SEQ1	5742	-1.57
SEQ1	5743	-2.57
SEQ1	5744	-3.26
SEQ1	5745	-3.24
SEQ1	5746	-2.97
SEQ1	5747	-2.74
SEQ1	5748	-2.21
SEQ1	5749	-1.37
SEQ1	5750	-1.12
SEQ1	5751	-0.866
SEQ1	5752	-1.38
SEQ1	5753	-2.08
SEQ1	5754	-2.82
SEQ1	5755	-3.56
SEQ1	5756	-3.72
SEQ1	5757	-3.51
SEQ1	5758	-3.22
SEQ1	5759	-2.31
SEQ1	5760	-1.41
SEQ1	5761	-0.926
SEQ1	5762	-0.688
SEQ1	5763	-0.779
SEQ1	5764	-1.19
SEQ1	5765	-1.84
SEQ1	5766	-2.53
SEQ1	5767	-2.78
SEQ1	5768	-2.78
SEQ1	5769	-2.79
SEQ1	5770	-2.68
SEQ1	5771	-2.28
SEQ1	5772	-1.57
SEQ1	5773	-0.923
SEQ1	5774	-0.568
SEQ1	5775	-0.293
SEQ1	5776	-0.546
SEQ1	5777	-0.94
SEQ1	5778	-1.61
SEQ1	5779	-2.17
SEQ1	5780	-2.47
SEQ1	5781	-2.57
SEQ1	5782	-2.49
SEQ1	5783	-2.01
SEQ1	5784	-1.71
SEQ1	5785	-1.53
SEQ1	5786	-1.32
SEQ1	5787	-1.37
SEQ1	5788	-1.65
SEQ1	5789	-1.8
SEQ1	5790	-1.86
SEQ1	5791	-2.11
SEQ1	5792	-2.14
SEQ1	5793	-2.03
SEQ1	5794	-1.74
SEQ1	5795	-1.47
SEQ1	5796	-0.954
SEQ1	5797	-0.346
SEQ1	5798	-0.138
SEQ1	5799	-0.613
SEQ1	5800	-1.71
SEQ1	5801	-2.86
SEQ1	5802	-3.9
SEQ1	5803	-4.27
SEQ1	5804	-3.97
SEQ1	5805	-3.12
SEQ1	5806	-2.25
SEQ1	5807	-1.26
SEQ1	5808	-0.657
SEQ1	5809	-0.371
SEQ1	5810	-0.794
SEQ1	5811	-1.51
SEQ1	5812	-2.52
SEQ1	5813	-3.54
SEQ1	5814	-3.8
SEQ1	5815	-3.54
SEQ1	5816	-2.56
SEQ1	5817	-1.41
SEQ1	5818	-0.199
SEQ1	5819	0.565
SEQ1	5820	0.766
SEQ1	5821	-0.0575
SEQ1	5822	-1.22
SEQ1	5823	-2.12
SEQ1	5824	-2.88
SEQ1	5825	-2.5
SEQ1	5826	-1.8
SEQ1	5827	-0.76
SEQ1	5828	0.498
SEQ1	5829	1.03
SEQ1	5830	0.749
SEQ1	5831	-0.126
SEQ1	5832	-1.73
SEQ1	5833	-2.83
SEQ1	5834	-3.5
SEQ1	5835	-3.38
SEQ1	5836	-2.64
SEQ1	5837	-1.33
SEQ1	5838	-0.159
SEQ1	5839	0.618
SEQ1	5840	0.729
SEQ1	5841	0.502
SEQ1	5842	-0.131
SEQ1	5843	-1.02
SEQ1	5844	-1.58
SEQ1	5845	-2
SEQ1	5846	-1.69
SEQ1	5847	-1.05
SEQ1	5848	0.0315
SEQ1	5849	0.658
SEQ1	5850	0.722
SEQ1	5851	0.261
SEQ1	5852	-0.424
SEQ1	5853	-1.09
SEQ1	5854	-1.25
SEQ1	5855	-0.901
SEQ1	5856	-0.222
SEQ1	5857	0.723
SEQ1	5858	1.36
SEQ1	5859	1.65
SEQ1	5860	1.33
SEQ1	5861	0.753
SEQ1	5862	-0.116
SEQ1	5863	-0.759
SEQ1	5864	-1.64
SEQ1	5865	-1.83
SEQ1	5866	-1.53
SEQ1	5867	-0.973
SEQ1	5868	-0.19
SEQ1	5869	0.424
SEQ1	5870	0.823
SEQ1	5871	0.939
SEQ1	5872	0.984
SEQ1	5873	0.939
SEQ1	5874	1.01
SEQ1	5875	0.947
SEQ1	5876	0.36
SEQ1	5877	0.182
SEQ1	5878	-0.092
SEQ1	5879	0.196
SEQ1	5880	0.135
SEQ1	5881	0.166
SEQ1	5882	0.25
SEQ1	5883	0.315
SEQ1	5884	0.764
SEQ1	5885	1.13
SEQ1	5886	1.7
SEQ1	5887	1.67
SEQ1	5888	1.65
SEQ1	5889	1.34
SEQ1	5890	1.14
SEQ1	5891	0.784
SEQ1	5892	0.109
SEQ1	5893	-0.171
SEQ1	5894	0.00703
SEQ1	5895	0.354
SEQ1	5896	1.11
SEQ1	5897	1.58
SEQ1	5898	1.93
SEQ1	5899	1.85
SEQ1	5900	1.32
SEQ1	5901	0.722
SEQ1	5902	0.0393
SEQ1	5903	-0.479
SEQ1	5904	-0.453
SEQ1	5905	-0.0569
SEQ1	5906	0.398
SEQ1	5907	1.08
SEQ1	5908	1.44
SEQ1	5909	1.9
SEQ1	5910	1.69
SEQ1	5911	1.11
SEQ1	5912	0.114
SEQ1	5913	-0.559
SEQ1	5914	-0.984
SEQ1	5915	-0.878
SEQ1	5916	-0.27
SEQ1	5917	0.23
SEQ1	5918	0.7
SEQ1	5919	0.767
SEQ1	5920	0.904
SEQ1	5921	0.578
SEQ1	5922	0.227
SEQ1	5923	0.0981
SEQ1	5924	-0.282
SEQ1	5925	-0.786
SEQ1	5926	-0.832
SEQ1	5927	-0.877
SEQ1	5928	-0.971
SEQ1	5929	-1.14
SEQ1	5930	-1.1
SEQ1	5931	-0.94
SEQ1	5932	-0.7
SEQ1	5933	-0.819
SEQ1	5934	-1.19
SEQ1	5935	-1.25
SEQ1	5936	-1.36
SEQ1	5937	-1.38
SEQ1	5938	-1.18
SEQ1	5939	-1.23
SEQ1	5940	-1.34
SEQ1	5941	-1.25
SEQ1	5942	-1.4
SEQ1	5943	-1.27
SEQ1	5944	-0.915
SEQ1	5945	-0.758
SEQ1	5946	-0.474
SEQ1	5947	-0.285
SEQ1	5948	-0.0341
SEQ1	5949	0.234
SEQ1	5950	0.182
SEQ1	5951	0.17
SEQ1	5952	-5.12e-06
SEQ1	5953	-0.177
SEQ1	5954	-0.553
SEQ1	5955	-0.903
SEQ1	5956	-0.976
SEQ1	5957	-1.04
SEQ1	5958	-0.735
SEQ1	5959	-0.373
SEQ1	5960	0.19
SEQ1	5961	0.949
SEQ1	5962	1.25
SEQ1	5963	1.41
SEQ1	5964	0.801
SEQ1	5965	-0.18
SEQ1	5966	-0.947
SEQ1	5967	-1.16
SEQ1	5968	-0.854
SEQ1	5969	-0.182
SEQ1	5970	0.679
SEQ1	5971	0.995
SEQ1	5972	0.903
SEQ1	5973	0.636
SEQ1	5974	0.194
SEQ1	5975	-0.288
SEQ1	5976	-0.761
SEQ1	5977	-0.974
SEQ1	5978	-0.551
SEQ1	5979	-0.239
SEQ1	5980	0.254
SEQ1	5981	0.666
SEQ1	5982	1.01
SEQ1	5983	0.814
SEQ1	5984	0.204
SEQ1	5985	-0.618
SEQ1	5986	-1.62
SEQ1	5987	-1.99
SEQ1	5988	-1.62
SEQ1	5989	-1.13
SEQ1	5990	-0.0458
SEQ1	5991	0.721
SEQ1	5992	1
SEQ1	5993	1.15
SEQ1	5994	0.655
SEQ1	5995	0.0733
SEQ1	5996	-0.3
SEQ1	5997	-0.742
SEQ1	5998	-0.623
SEQ1	5999	-0.25
SEQ1	6000	0.318
SEQ1	6001	0.75
SEQ1	6002	1.16
SEQ1	6003	1.12
SEQ1	6004	0.845
SEQ1	6005	0.43
SEQ1	6006	-0.072
SEQ1	6007	-0.187
SEQ1	6008	-0.154
SEQ1	6009	-0.23
SEQ1	6010	-0.101
SEQ1	6011	0.148
SEQ1	6012	0.222
SEQ1	6013	-0.0759
SEQ1	6014	-0.499
SEQ1	6015	-0.816
SEQ1	6016	-1.02
SEQ1	6017	-0.877
SEQ1	6018	-0.68
SEQ1	6019	-0.411
SEQ1	6020	-0.207
SEQ1	6021	-0.413
SEQ1	6022	-0.478
SEQ1	6023	-0.811
SEQ1	6024	-0.971
SEQ1	6025	-1.19
SEQ1	6026	-1.5
SEQ1	6027	-1.32
SEQ1	6028	-0.847
SEQ1	6029	-0.738
SEQ1	6030	-0.743
SEQ1	6031	-0.743
SEQ1	6032	-1.09
SEQ1	6033	-1.38
SEQ1	6034	-1.46
SEQ1	6035	-1.58
SEQ1	6036	-1.12
SEQ1	6037	-0.645
SEQ1	6038	-0.111
SEQ1	6039	0.182
SEQ1	6040	0.237
SEQ1	6041	-0.322
SEQ1	6042	-0.991
SEQ1	6043	-1.68
SEQ1	6044	-2.2
SEQ1	6045	-2.3
SEQ1	6046	-2.18
SEQ1	6047	-1.89
SEQ1	6048	-1.33
SEQ1	6049	-0.806
SEQ1	6050	-0.284
SEQ1	6051	-0.169
SEQ1	6052	-0.391
SEQ1	6053	-0.793
SEQ1	6054	-1
SEQ1	6055	-1.43
SEQ1	6056	-1.68
SEQ1	6057	-1.93
SEQ1	6058	-1.98
SEQ1	6059	-1.72
SEQ1	6060	-1.36
SEQ1	6061	-1.36
SEQ1	6062	-1.4
SEQ1	6063	-1.65
SEQ1	6064	-1.61
SEQ1	6065	-1.34
SEQ1	6066	-0.887
SEQ1	6067	-0.218
SEQ1	6068	0.0963
SEQ1	6069	-0.158
SEQ1	6070	-0.406
SEQ1	6071	-0.726
SEQ1	6072	-0.919
SEQ1	6073	-1.09
SEQ1	6074	-1.15
SEQ1	6075	-1.31
SEQ1	6076	-1.31
SEQ1	6077	-1.44
SEQ1	6078	-1.79
SEQ1	6079	-2.15
SEQ1	6080	-2.39
SEQ1	6081	-2.43
SEQ1	6082	-2.19
SEQ1	6083	-2.04
SEQ1	6084	-1.81
SEQ1	6085	-1.64
SEQ1	6086	-1.35
SEQ1	6087	-1.41
SEQ1	6088	-1.33
SEQ1	6089	-1.43
SEQ1	6090	-2.05
SEQ1	6091	-2.6
SEQ1	6092	-3.11
SEQ1	6093	-3.26
SEQ1	6094	-2.77
SEQ1	6095	-2.32
SEQ1	6096	-1.75
SEQ1	6097	-1.26
SEQ1	6098	-0.561
SEQ1	6099	-0.452
SEQ1	6100	-0.696
SEQ1	6101	-1.04
SEQ1	6102	-1.34
SEQ1	6103	-1.4
SEQ1	6104	-1.12
SEQ1	6105	-0.279
SEQ1	6106	-0.167
SEQ1	6107	-0.178
SEQ1	6108	-0.554
SEQ1	6109	-1.04
SEQ1	6110	-1.39
SEQ1	6111	-1.76
SEQ1	6112	-2.04
SEQ1	6113	-1.95
SEQ1	6114	-1.72
SEQ1	6115	-1.25
SEQ1	6116	-0.635
SEQ1	6117	-0.523
SEQ1	6118	-0.22
SEQ1	6119	-0.397
SEQ1	6120	-0.849
SEQ1	6121	-0.866
SEQ1	6122	-1.09
SEQ1	6123	-0.793
SEQ1	6124	-0.603
SEQ1	6125	0.0382
SEQ1	6126	0.146
SEQ1	6127	0.374
SEQ1	6128	-0.254
SEQ1	6129	-0.944
SEQ1	6130	-1.21
SEQ1	6131	-1.23
SEQ1	6132	-0.909
SEQ1	6133	-0.593
SEQ1	6134	-0.281
SEQ1	6135	-0.0994
SEQ1	6136	-0.126
SEQ1	6137	-0.0467
SEQ1	6138	-0.203
SEQ1	6139	-0.546
SEQ1	6140	-0.807
SEQ1	6141	-1.14
SEQ1	6142	-1.01
SEQ1	6143	-1.31
SEQ1	6144	-1.24
SEQ1	6145	-1.58
SEQ1	6146	-1.83
SEQ1	6147	-2.05
SEQ1	6148	-2.17
SEQ1	6149	-2.25
SEQ1	6150	-1.82
SEQ1	6151	-1.19
SEQ1	6152	-0.713
SEQ1	6153	-0.192
SEQ1	6154	-0.119
SEQ1	6155	-0.355
SEQ1	6156	-0.578
SEQ1	6157	-1.03
SEQ1	6158	-1.28
SEQ1	6159	-1.59
SEQ1	6160	-1.53
SEQ1	6161	-1.29
SEQ1	6162	-1.36
SEQ1	6163	-1.22
SEQ1	6164	-1.1
SEQ1	6165	-0.958
SEQ1	6166	-1.22
SEQ1	6167	-1.57
SEQ1	6168	-1.77
SEQ1	6169	-2.16
SEQ1	6170	-1.97
SEQ1	6171	-1.52
SEQ1	6172	-0.991
SEQ1	6173	-0.583
SEQ1	6174	-0.364
SEQ1	6175	-0.0769
SEQ1	6176	-0.0822
SEQ1	6177	-0.434
SEQ1	6178	-0.962
SEQ1	6179	-1.1
SEQ1	6180	-1.14
SEQ1	6181	-0.884
SEQ1	6182	-0.247
SEQ1	6183	0.218
SEQ1	6184	0.635
SEQ1	6185	1.05
SEQ1	6186	1.54
SEQ1	6187	1.01
SEQ1	6188	0.855
SEQ1	6189	0.379
SEQ1	6190	0.375
SEQ1	6191	0.37
SEQ1	6192	0.588
SEQ1	6193	0.676
SEQ1	6194	0.697
SEQ1	6195	0.778
SEQ1	6196	0.846
SEQ1	6197	1.16
SEQ1	6198	0.948
SEQ1	6199	1.07
SEQ1	6200	1.16
SEQ1	6201	1.26
SEQ1	6202	1.47
SEQ1	6203	1.69
SEQ1	6204	1.71
SEQ1	6205	1.48
SEQ1	6206	2.03
SEQ1	6207	1.87
SEQ1	6208	2.06
SEQ1	6209	2.26
SEQ1	6210	2.08
SEQ1	6211	2.06
SEQ1	6212	1.73
SEQ1	6213	1.58
SEQ1	6214	1.84
SEQ1	6215	1.59
SEQ1	6216	1.36
SEQ1	6217	0.894
SEQ1	6218	1.03
SEQ1	6219	1.17
SEQ1	6220	1.53
SEQ1	6221	1.69
SEQ1	6222	2.03
SEQ1	6223	1.71
SEQ1	6224	1.4
SEQ1	6225	0.538
SEQ1	6226	-0.165
SEQ1	6227	-0.275
SEQ1	6228	-0.0423
SEQ1	6229	0.384
SEQ1	6230	0.987
SEQ1	6231	1.4
SEQ1	6232	1.51
SEQ1	6233	1.06
SEQ1	6234	0.829
SEQ1	6235	0.759
SEQ1	6236	0.7
SEQ1	6237	0.664
SEQ1	6238	1.13
SEQ1	6239	1.61
SEQ1	6240	1.99
SEQ1	6241	2.07
SEQ1	6242	2.12
SEQ1	6243	1.81
SEQ1	6244	1.21
SEQ1	6245	0.216
SEQ1	6246	-0.0879
SEQ1	6247	-0.54
SEQ1	6248	-0.254
SEQ1	6249	0.264
SEQ1	6250	1.07
SEQ1	6251	1.7
SEQ1	6252	2.39
SEQ1	6253	2.41
SEQ1	6254	2.21
SEQ1	6255	1.84
SEQ1	6256	1.08
SEQ1	6257	0.689
SEQ1	6258	0.301
SEQ1	6259	0.217
SEQ1	6260	0.598
SEQ1	6261	0.638
SEQ1	6262	0.961
SEQ1	6263	1.12
SEQ1	6264	1.3
SEQ1	6265	1.27
SEQ1	6266	1.16
SEQ1	6267	1.38
SEQ1	6268	1.38
SEQ1	6269	2.07
SEQ1	6270	2.28
SEQ1	6271	2.54
SEQ1	6272	2.46
SEQ1	6273	2.05
SEQ1	6274	1.38
SEQ1	6275	0.934
SEQ1	6276	0.51
SEQ1	6277	0.454
SEQ1	6278	0.642
SEQ1	6279	0.931
SEQ1	6280	1.2
SEQ1	6281	1.35
SEQ1	6282	1.46
SEQ1	6283	1.35
SEQ1	6284	0.605
SEQ1	6285	0.388
SEQ1	6286	0.284
SEQ1	6287	0.342
SEQ1	6288	0.77
SEQ1	6289	1.1
SEQ1	6290	1.8
SEQ1	6291	1.81
SEQ1	6292	1.59
SEQ1	6293	0.901
SEQ1	6294	0.0642
SEQ1	6295	-0.467
SEQ1	6296	-0.686
SEQ1	6297	-0.808
SEQ1	6298	-0.371
SEQ1	6299	0.0116
SEQ1	6300	0.462
SEQ1	6301	1.43
SEQ1	6302	1.87
SEQ1	6303	1.47
SEQ1	6304	0.661
SEQ1	6305	0.0155
SEQ1	6306	-0.535
SEQ1	6307	-0.732
SEQ1	6308	-0.661
SEQ1	6309	0.0653
SEQ1	6310	0.658
SEQ1	6311	1.15
SEQ1	6312	1.03
SEQ1	6313	0.953
SEQ1	6314	0.765
SEQ1	6315	0.525
SEQ1	6316	0.557
SEQ1	6317	0.917
SEQ1	6318	1.34
SEQ1	6319	1.59
SEQ1	6320	1.81
SEQ1	6321	1.71
SEQ1	6322	1.89
SEQ1	6323	1.47
SEQ1	6324	1.23
SEQ1	6325	0.873
SEQ1	6326	0.534
SEQ1	6327	0.543
SEQ1	6328	0.673
SEQ1	6329	0.927
SEQ1	6330	1.4
SEQ1	6331	1.68
SEQ1	6332	1.63
SEQ1	6333	1.09
SEQ1	6334	0.644
SEQ1	6335	-0.137
SEQ1	6336	-0.535
SEQ1	6337	-0.389
SEQ1	6338	0.201
SEQ1	6339	0.672
SEQ1	6340	1.02
SEQ1	6341	1.14
SEQ1	6342	0.614
SEQ1	6343	-0.0401
SEQ1	6344	-0.548
SEQ1	6345	-0.552
SEQ1	6346	-0.509
SEQ1	6347	-0.186
SEQ1	6348	0.158
SEQ1	6349	0.744
SEQ1	6350	1.39
SEQ1	6351	1.55
SEQ1	6352	1.29
SEQ1	6353	0.818
SEQ1	6354	0.332
SEQ1	6355	0.253
SEQ1	6356	-0.00128
SEQ1	6357	0.346
SEQ1	6358	0.665
SEQ1	6359	1.24
SEQ1	6360	1.34
SEQ1	6361	1.14
SEQ1	6362	0.933
