Sequence	Position	P start	P occupied
SEQ1	2888	0.00104	0.862
SEQ1	2889	0.000824	0.862
SEQ1	2890	0.000583	0.862
SEQ1	2891	0.00062	0.861
SEQ1	2892	0.00104	0.860
SEQ1	2893	0.00154	0.859
SEQ1	2894	0.00252	0.858
SEQ1	2895	0.00402	0.858
SEQ1	2896	0.00447	0.859
SEQ1	2897	0.00279	0.859
SEQ1	2898	0.00223	0.860
SEQ1	2899	0.0028	0.861
SEQ1	2900	0.00499	0.865
SEQ1	2901	0.00527	0.868
SEQ1	2902	0.00532	0.869
SEQ1	2903	0.00693	0.869
SEQ1	2904	0.00545	0.863
SEQ1	2905	0.00542	0.853
SEQ1	2906	0.00308	0.845
SEQ1	2907	0.00284	0.837
SEQ1	2908	0.00251	0.833
SEQ1	2909	0.00248	0.831
SEQ1	2910	0.00253	0.830
SEQ1	2911	0.00361	0.831
SEQ1	2912	0.00373	0.832
SEQ1	2913	0.00432	0.835
SEQ1	2914	0.00542	0.838
SEQ1	2915	0.00445	0.841
SEQ1	2916	0.00263	0.841
SEQ1	2917	0.00116	0.840
SEQ1	2918	0.000873	0.837
SEQ1	2919	0.00108	0.832
SEQ1	2920	0.00196	0.824
SEQ1	2921	0.00528	0.820
SEQ1	2922	0.0093	0.821
SEQ1	2923	0.0104	0.827
SEQ1	2924	0.0102	0.835
SEQ1	2925	0.00704	0.840
SEQ1	2926	0.00455	0.842
SEQ1	2927	0.00313	0.839
SEQ1	2928	0.00283	0.834
SEQ1	2929	0.00185	0.821
SEQ1	2930	0.00148	0.799
SEQ1	2931	0.0017	0.775
SEQ1	2932	0.00213	0.760
SEQ1	2933	0.00443	0.749
SEQ1	2934	0.00882	0.747
SEQ1	2935	0.0143	0.754
SEQ1	2936	0.0211	0.772
SEQ1	2937	0.0219	0.789
SEQ1	2938	0.0167	0.800
SEQ1	2939	0.0123	0.798
SEQ1	2940	0.00929	0.783
SEQ1	2941	0.00901	0.759
SEQ1	2942	0.0139	0.748
SEQ1	2943	0.023	0.762
SEQ1	2944	0.031	0.790
SEQ1	2945	0.0284	0.817
SEQ1	2946	0.0168	0.833
SEQ1	2947	0.00886	0.841
SEQ1	2948	0.005	0.844
SEQ1	2949	0.00357	0.845
SEQ1	2950	0.0036	0.844
SEQ1	2951	0.00551	0.842
SEQ1	2952	0.00864	0.841
SEQ1	2953	0.0107	0.842
SEQ1	2954	0.0155	0.852
SEQ1	2955	0.0151	0.865
SEQ1	2956	0.011	0.875
SEQ1	2957	0.00725	0.881
SEQ1	2958	0.00498	0.883
SEQ1	2959	0.00476	0.883
SEQ1	2960	0.00535	0.882
SEQ1	2961	0.00421	0.879
SEQ1	2962	0.00438	0.876
SEQ1	2963	0.00474	0.876
SEQ1	2964	0.00432	0.875
SEQ1	2965	0.00293	0.871
SEQ1	2966	0.00258	0.864
SEQ1	2967	0.00189	0.858
SEQ1	2968	0.00147	0.852
SEQ1	2969	0.00138	0.848
SEQ1	2970	0.00156	0.845
SEQ1	2971	0.00292	0.842
SEQ1	2972	0.00358	0.841
SEQ1	2973	0.0039	0.840
SEQ1	2974	0.00358	0.839
SEQ1	2975	0.00267	0.837
SEQ1	2976	0.00265	0.836
SEQ1	2977	0.00221	0.835
SEQ1	2978	0.00193	0.834
SEQ1	2979	0.00191	0.830
SEQ1	2980	0.0023	0.825
SEQ1	2981	0.00383	0.820
SEQ1	2982	0.00946	0.823
SEQ1	2983	0.0181	0.836
SEQ1	2984	0.0232	0.855
SEQ1	2985	0.0199	0.870
SEQ1	2986	0.0104	0.873
SEQ1	2987	0.00588	0.866
SEQ1	2988	0.00469	0.858
SEQ1	2989	0.00342	0.846
SEQ1	2990	0.00328	0.833
SEQ1	2991	0.00319	0.824
SEQ1	2992	0.00443	0.817
SEQ1	2993	0.0056	0.814
SEQ1	2994	0.00503	0.812
SEQ1	2995	0.00416	0.813
SEQ1	2996	0.00317	0.812
SEQ1	2997	0.0027	0.811
SEQ1	2998	0.00267	0.807
SEQ1	2999	0.00301	0.806
SEQ1	3000	0.00393	0.804
SEQ1	3001	0.00501	0.801
SEQ1	3002	0.00629	0.799
SEQ1	3003	0.00689	0.799
SEQ1	3004	0.00756	0.802
SEQ1	3005	0.00869	0.806
SEQ1	3006	0.00588	0.809
SEQ1	3007	0.00394	0.810
SEQ1	3008	0.00273	0.810
SEQ1	3009	0.00205	0.808
SEQ1	3010	0.00281	0.808
SEQ1	3011	0.00423	0.809
SEQ1	3012	0.00537	0.813
SEQ1	3013	0.00582	0.817
SEQ1	3014	0.00679	0.823
SEQ1	3015	0.00573	0.827
SEQ1	3016	0.00525	0.832
SEQ1	3017	0.00379	0.834
SEQ1	3018	0.0027	0.835
SEQ1	3019	0.00226	0.836
SEQ1	3020	0.00182	0.836
SEQ1	3021	0.000915	0.833
SEQ1	3022	0.000469	0.828
SEQ1	3023	0.000328	0.821
SEQ1	3024	0.00025	0.814
SEQ1	3025	0.000231	0.810
SEQ1	3026	0.000226	0.809
SEQ1	3027	0.000259	0.808
SEQ1	3028	0.000265	0.807
SEQ1	3029	0.000285	0.806
SEQ1	3030	0.000302	0.804
SEQ1	3031	0.000401	0.802
SEQ1	3032	0.000549	0.800
SEQ1	3033	0.000462	0.799
SEQ1	3034	0.000334	0.799
SEQ1	3035	0.000188	0.798
SEQ1	3036	0.00016	0.797
SEQ1	3037	0.000149	0.797
SEQ1	3038	0.000174	0.796
SEQ1	3039	0.000155	0.795
SEQ1	3040	0.000221	0.794
SEQ1	3041	0.000234	0.792
SEQ1	3042	0.000226	0.788
SEQ1	3043	0.00023	0.784
SEQ1	3044	0.000216	0.781
SEQ1	3045	0.000255	0.779
SEQ1	3046	0.000358	0.777
SEQ1	3047	0.000387	0.772
SEQ1	3048	0.000628	0.768
SEQ1	3049	0.000791	0.763
SEQ1	3050	0.000608	0.757
SEQ1	3051	0.000625	0.752
SEQ1	3052	0.000445	0.747
SEQ1	3053	0.00049	0.744
SEQ1	3054	0.00054	0.742
SEQ1	3055	0.000624	0.740
SEQ1	3056	0.000592	0.738
SEQ1	3057	0.00039	0.736
SEQ1	3058	0.000253	0.733
SEQ1	3059	0.000318	0.729
SEQ1	3060	0.000545	0.726
SEQ1	3061	0.00073	0.721
SEQ1	3062	0.00109	0.718
SEQ1	3063	0.00123	0.716
SEQ1	3064	0.00169	0.717
SEQ1	3065	0.00273	0.719
SEQ1	3066	0.00385	0.721
SEQ1	3067	0.00385	0.723
SEQ1	3068	0.00396	0.722
SEQ1	3069	0.00262	0.715
SEQ1	3070	0.00169	0.706
SEQ1	3071	0.00103	0.697
SEQ1	3072	0.000811	0.691
SEQ1	3073	0.000848	0.687
SEQ1	3074	0.00159	0.686
SEQ1	3075	0.00262	0.686
SEQ1	3076	0.00544	0.689
SEQ1	3077	0.0084	0.696
SEQ1	3078	0.00953	0.704
SEQ1	3079	0.00849	0.710
SEQ1	3080	0.00464	0.711
SEQ1	3081	0.00249	0.704
SEQ1	3082	0.00174	0.692
SEQ1	3083	0.00183	0.672
SEQ1	3084	0.00245	0.653
SEQ1	3085	0.00447	0.641
SEQ1	3086	0.00847	0.637
SEQ1	3087	0.00831	0.636
SEQ1	3088	0.00673	0.634
SEQ1	3089	0.00282	0.623
SEQ1	3090	0.00117	0.601
SEQ1	3091	0.000656	0.570
SEQ1	3092	0.000783	0.543
SEQ1	3093	0.0019	0.528
SEQ1	3094	0.0067	0.526
SEQ1	3095	0.0278	0.548
SEQ1	3096	0.0787	0.624
SEQ1	3097	0.102	0.722
SEQ1	3098	0.071	0.787
SEQ1	3099	0.0258	0.805
SEQ1	3100	0.00791	0.802
SEQ1	3101	0.00276	0.789
SEQ1	3102	0.00113	0.775
SEQ1	3103	0.00125	0.765
SEQ1	3104	0.00155	0.760
SEQ1	3105	0.00312	0.758
SEQ1	3106	0.00689	0.760
SEQ1	3107	0.0126	0.767
SEQ1	3108	0.0282	0.791
SEQ1	3109	0.0328	0.820
SEQ1	3110	0.0239	0.839
SEQ1	3111	0.0102	0.845
SEQ1	3112	0.00569	0.847
SEQ1	3113	0.003	0.848
SEQ1	3114	0.00334	0.849
SEQ1	3115	0.00339	0.851
SEQ1	3116	0.00578	0.856
SEQ1	3117	0.00895	0.863
SEQ1	3118	0.0104	0.870
SEQ1	3119	0.0102	0.877
SEQ1	3120	0.00895	0.882
SEQ1	3121	0.00544	0.884
SEQ1	3122	0.00398	0.885
SEQ1	3123	0.00279	0.885
SEQ1	3124	0.00191	0.885
SEQ1	3125	0.00295	0.886
SEQ1	3126	0.00357	0.888
SEQ1	3127	0.00471	0.890
SEQ1	3128	0.00571	0.892
SEQ1	3129	0.00565	0.888
SEQ1	3130	0.00557	0.876
SEQ1	3131	0.00473	0.857
SEQ1	3132	0.00435	0.842
SEQ1	3133	0.00439	0.836
SEQ1	3134	0.0052	0.835
SEQ1	3135	0.00556	0.836
SEQ1	3136	0.00557	0.838
SEQ1	3137	0.00388	0.839
SEQ1	3138	0.00254	0.838
SEQ1	3139	0.00191	0.836
SEQ1	3140	0.00214	0.832
SEQ1	3141	0.00223	0.829
SEQ1	3142	0.00386	0.829
SEQ1	3143	0.00549	0.831
SEQ1	3144	0.00711	0.836
SEQ1	3145	0.00607	0.839
SEQ1	3146	0.00512	0.841
SEQ1	3147	0.00461	0.842
SEQ1	3148	0.00452	0.841
SEQ1	3149	0.0038	0.839
SEQ1	3150	0.00363	0.836
SEQ1	3151	0.00366	0.832
SEQ1	3152	0.00413	0.827
SEQ1	3153	0.00547	0.827
SEQ1	3154	0.00698	0.830
SEQ1	3155	0.00803	0.835
SEQ1	3156	0.00997	0.843
SEQ1	3157	0.0104	0.851
SEQ1	3158	0.00859	0.855
SEQ1	3159	0.00715	0.857
SEQ1	3160	0.00782	0.859
SEQ1	3161	0.00804	0.860
SEQ1	3162	0.0119	0.866
SEQ1	3163	0.016	0.877
SEQ1	3164	0.0183	0.891
SEQ1	3165	0.022	0.911
SEQ1	3166	0.018	0.926
SEQ1	3167	0.0134	0.938
SEQ1	3168	0.00718	0.944
SEQ1	3169	0.00514	0.949
SEQ1	3170	0.00224	0.951
SEQ1	3171	0.00126	0.952
SEQ1	3172	0.000555	0.952
SEQ1	3173	0.000488	0.953
SEQ1	3174	0.00079	0.953
SEQ1	3175	0.00135	0.954
SEQ1	3176	0.00143	0.955
SEQ1	3177	0.00145	0.956
SEQ1	3178	0.000975	0.957
SEQ1	3179	0.000666	0.957
SEQ1	3180	0.000648	0.957
SEQ1	3181	0.000571	0.958
SEQ1	3182	0.000511	0.958
SEQ1	3183	0.000446	0.958
SEQ1	3184	0.000287	0.958
SEQ1	3185	0.000173	0.958
SEQ1	3186	0.000141	0.958
SEQ1	3187	0.000156	0.958
SEQ1	3188	0.000297	0.958
SEQ1	3189	0.000498	0.959
SEQ1	3190	0.000785	0.959
SEQ1	3191	0.000966	0.960
SEQ1	3192	0.00072	0.960
SEQ1	3193	0.000478	0.960
SEQ1	3194	0.000353	0.960
SEQ1	3195	0.000412	0.960
SEQ1	3196	0.000475	0.960
SEQ1	3197	0.000403	0.960
SEQ1	3198	0.000271	0.959
SEQ1	3199	0.00024	0.959
SEQ1	3200	0.000261	0.959
SEQ1	3201	0.00023	0.959
SEQ1	3202	0.000297	0.958
SEQ1	3203	0.000499	0.958
SEQ1	3204	0.000725	0.958
SEQ1	3205	0.000744	0.959
SEQ1	3206	0.000522	0.959
SEQ1	3207	0.000396	0.959
SEQ1	3208	0.000293	0.959
SEQ1	3209	0.000268	0.958
SEQ1	3210	0.000292	0.957
SEQ1	3211	0.000283	0.955
SEQ1	3212	0.000334	0.953
SEQ1	3213	0.000412	0.950
SEQ1	3214	0.000635	0.946
SEQ1	3215	0.000738	0.943
SEQ1	3216	0.000996	0.942
SEQ1	3217	0.000887	0.941
SEQ1	3218	0.00102	0.941
SEQ1	3219	0.00093	0.941
SEQ1	3220	0.000876	0.941
SEQ1	3221	0.000658	0.940
SEQ1	3222	0.000649	0.938
SEQ1	3223	0.000792	0.933
SEQ1	3224	0.00136	0.926
SEQ1	3225	0.00188	0.919
SEQ1	3226	0.00199	0.912
SEQ1	3227	0.00188	0.909
SEQ1	3228	0.0023	0.909
SEQ1	3229	0.00204	0.909
SEQ1	3230	0.00146	0.909
SEQ1	3231	0.00122	0.908
SEQ1	3232	0.00139	0.905
SEQ1	3233	0.00111	0.897
SEQ1	3234	0.0012	0.890
SEQ1	3235	0.000985	0.885
SEQ1	3236	0.00109	0.883
SEQ1	3237	0.00103	0.883
SEQ1	3238	0.000924	0.883
SEQ1	3239	0.000772	0.883
SEQ1	3240	0.000583	0.882
SEQ1	3241	0.000726	0.876
SEQ1	3242	0.000688	0.849
SEQ1	3243	0.00149	0.771
SEQ1	3244	0.00326	0.673
SEQ1	3245	0.00451	0.606
SEQ1	3246	0.00433	0.585
SEQ1	3247	0.00332	0.580
SEQ1	3248	0.00314	0.580
SEQ1	3249	0.00543	0.585
SEQ1	3250	0.0066	0.590
SEQ1	3251	0.00917	0.598
SEQ1	3252	0.0101	0.605
SEQ1	3253	0.00823	0.606
SEQ1	3254	0.00802	0.601
SEQ1	3255	0.00796	0.581
SEQ1	3256	0.0133	0.562
SEQ1	3257	0.0193	0.557
SEQ1	3258	0.0216	0.569
SEQ1	3259	0.0147	0.578
SEQ1	3260	0.00684	0.581
SEQ1	3261	0.00327	0.581
SEQ1	3262	0.00282	0.581
SEQ1	3263	0.00334	0.578
SEQ1	3264	0.00398	0.573
SEQ1	3265	0.00575	0.569
SEQ1	3266	0.00593	0.564
SEQ1	3267	0.00451	0.560
SEQ1	3268	0.00314	0.558
SEQ1	3269	0.0035	0.557
SEQ1	3270	0.00454	0.559
SEQ1	3271	0.00519	0.562
SEQ1	3272	0.00558	0.565
SEQ1	3273	0.00502	0.566
SEQ1	3274	0.00528	0.567
SEQ1	3275	0.00472	0.566
SEQ1	3276	0.00438	0.565
SEQ1	3277	0.00572	0.565
SEQ1	3278	0.00815	0.568
SEQ1	3279	0.00613	0.570
SEQ1	3280	0.00506	0.571
SEQ1	3281	0.00457	0.570
SEQ1	3282	0.00696	0.571
SEQ1	3283	0.0172	0.583
SEQ1	3284	0.0293	0.608
SEQ1	3285	0.0483	0.654
SEQ1	3286	0.041	0.693
SEQ1	3287	0.0151	0.706
SEQ1	3288	0.00814	0.712
SEQ1	3289	0.00666	0.715
SEQ1	3290	0.00646	0.716
SEQ1	3291	0.0137	0.723
SEQ1	3292	0.0197	0.736
SEQ1	3293	0.0208	0.752
SEQ1	3294	0.0172	0.764
SEQ1	3295	0.0122	0.772
SEQ1	3296	0.00676	0.775
SEQ1	3297	0.00574	0.777
SEQ1	3298	0.00548	0.779
SEQ1	3299	0.00594	0.781
SEQ1	3300	0.00708	0.782
SEQ1	3301	0.00885	0.784
SEQ1	3302	0.012	0.788
SEQ1	3303	0.0192	0.797
SEQ1	3304	0.0173	0.804
SEQ1	3305	0.0136	0.809
SEQ1	3306	0.0106	0.813
SEQ1	3307	0.00627	0.811
SEQ1	3308	0.00387	0.807
SEQ1	3309	0.0027	0.798
SEQ1	3310	0.00408	0.786
SEQ1	3311	0.007	0.775
SEQ1	3312	0.0102	0.763
SEQ1	3313	0.0117	0.757
SEQ1	3314	0.00883	0.752
SEQ1	3315	0.00937	0.754
SEQ1	3316	0.00969	0.759
SEQ1	3317	0.00772	0.764
SEQ1	3318	0.00786	0.771
SEQ1	3319	0.00873	0.779
SEQ1	3320	0.00748	0.786
SEQ1	3321	0.00789	0.793
SEQ1	3322	0.00655	0.798
SEQ1	3323	0.00842	0.805
SEQ1	3324	0.011	0.815
SEQ1	3325	0.0117	0.826
SEQ1	3326	0.0089	0.834
SEQ1	3327	0.0075	0.841
SEQ1	3328	0.00456	0.845
SEQ1	3329	0.00302	0.847
SEQ1	3330	0.00295	0.850
SEQ1	3331	0.00358	0.853
SEQ1	3332	0.00511	0.858
SEQ1	3333	0.00457	0.862
SEQ1	3334	0.00363	0.866
SEQ1	3335	0.00222	0.868
SEQ1	3336	0.00203	0.869
SEQ1	3337	0.00334	0.872
SEQ1	3338	0.00469	0.876
SEQ1	3339	0.00558	0.880
SEQ1	3340	0.00691	0.887
SEQ1	3341	0.00671	0.893
SEQ1	3342	0.00376	0.897
SEQ1	3343	0.00222	0.898
SEQ1	3344	0.00192	0.900
SEQ1	3345	0.00154	0.901
SEQ1	3346	0.00163	0.902
SEQ1	3347	0.00118	0.903
SEQ1	3348	0.000965	0.904
SEQ1	3349	0.000936	0.905
SEQ1	3350	0.00123	0.905
SEQ1	3351	0.00202	0.907
SEQ1	3352	0.00367	0.910
SEQ1	3353	0.00589	0.915
SEQ1	3354	0.00615	0.921
SEQ1	3355	0.00303	0.924
SEQ1	3356	0.00141	0.925
SEQ1	3357	0.00102	0.925
SEQ1	3358	0.00086	0.926
SEQ1	3359	0.00096	0.927
SEQ1	3360	0.0016	0.928
SEQ1	3361	0.00201	0.929
SEQ1	3362	0.00211	0.931
SEQ1	3363	0.00246	0.932
SEQ1	3364	0.00214	0.933
SEQ1	3365	0.00364	0.936
SEQ1	3366	0.00399	0.939
SEQ1	3367	0.00261	0.941
SEQ1	3368	0.00132	0.941
SEQ1	3369	0.000547	0.941
SEQ1	3370	0.000228	0.941
SEQ1	3371	0.000161	0.939
SEQ1	3372	0.000181	0.938
SEQ1	3373	0.00022	0.936
SEQ1	3374	0.000405	0.935
SEQ1	3375	0.000675	0.933
SEQ1	3376	0.000809	0.932
SEQ1	3377	0.000968	0.931
SEQ1	3378	0.00102	0.931
SEQ1	3379	0.000895	0.930
SEQ1	3380	0.000829	0.930
SEQ1	3381	0.000743	0.930
SEQ1	3382	0.000487	0.929
SEQ1	3383	0.000313	0.928
SEQ1	3384	0.000316	0.928
SEQ1	3385	0.000337	0.927
SEQ1	3386	0.000582	0.927
SEQ1	3387	0.00105	0.927
SEQ1	3388	0.00162	0.928
SEQ1	3389	0.00231	0.930
SEQ1	3390	0.00309	0.932
SEQ1	3391	0.00217	0.930
SEQ1	3392	0.00154	0.928
SEQ1	3393	0.00114	0.924
SEQ1	3394	0.000709	0.922
SEQ1	3395	0.000626	0.919
SEQ1	3396	0.00064	0.914
SEQ1	3397	0.000874	0.909
SEQ1	3398	0.00113	0.901
SEQ1	3399	0.00138	0.892
SEQ1	3400	0.00162	0.885
SEQ1	3401	0.00162	0.879
SEQ1	3402	0.00126	0.872
SEQ1	3403	0.0012	0.860
SEQ1	3404	0.00089	0.842
SEQ1	3405	0.000814	0.821
SEQ1	3406	0.000739	0.807
SEQ1	3407	0.000995	0.801
SEQ1	3408	0.00254	0.800
SEQ1	3409	0.00614	0.804
SEQ1	3410	0.0172	0.818
SEQ1	3411	0.0264	0.840
SEQ1	3412	0.0192	0.853
SEQ1	3413	0.012	0.860
SEQ1	3414	0.00503	0.860
SEQ1	3415	0.00145	0.858
SEQ1	3416	0.00095	0.856
SEQ1	3417	0.000749	0.852
SEQ1	3418	0.000844	0.848
SEQ1	3419	0.00141	0.843
SEQ1	3420	0.00249	0.841
SEQ1	3421	0.00354	0.839
SEQ1	3422	0.00489	0.839
SEQ1	3423	0.00508	0.840
SEQ1	3424	0.00475	0.839
SEQ1	3425	0.00479	0.836
SEQ1	3426	0.00366	0.833
SEQ1	3427	0.00244	0.831
SEQ1	3428	0.00343	0.830
SEQ1	3429	0.00389	0.826
SEQ1	3430	0.00434	0.814
SEQ1	3431	0.00456	0.789
SEQ1	3432	0.00308	0.744
SEQ1	3433	0.00221	0.705
SEQ1	3434	0.002	0.692
SEQ1	3435	0.00192	0.686
SEQ1	3436	0.00167	0.681
SEQ1	3437	0.00215	0.676
SEQ1	3438	0.00209	0.665
SEQ1	3439	0.00301	0.648
SEQ1	3440	0.00493	0.632
SEQ1	3441	0.00552	0.620
SEQ1	3442	0.00708	0.615
SEQ1	3443	0.00619	0.615
SEQ1	3444	0.00677	0.616
SEQ1	3445	0.0055	0.616
SEQ1	3446	0.00742	0.617
SEQ1	3447	0.00703	0.617
SEQ1	3448	0.00907	0.617
SEQ1	3449	0.0125	0.618
SEQ1	3450	0.0147	0.613
SEQ1	3451	0.0113	0.607
SEQ1	3452	0.00927	0.603
SEQ1	3453	0.00494	0.597
SEQ1	3454	0.00397	0.595
SEQ1	3455	0.00531	0.597
SEQ1	3456	0.00823	0.602
SEQ1	3457	0.0169	0.615
SEQ1	3458	0.0415	0.649
SEQ1	3459	0.0554	0.695
SEQ1	3460	0.0447	0.728
SEQ1	3461	0.0283	0.747
SEQ1	3462	0.0142	0.752
SEQ1	3463	0.00789	0.750
SEQ1	3464	0.00628	0.749
SEQ1	3465	0.00503	0.746
SEQ1	3466	0.00584	0.743
SEQ1	3467	0.00574	0.741
SEQ1	3468	0.00619	0.739
SEQ1	3469	0.00993	0.743
SEQ1	3470	0.0149	0.749
SEQ1	3471	0.0171	0.755
SEQ1	3472	0.0156	0.759
SEQ1	3473	0.0102	0.761
SEQ1	3474	0.00777	0.761
SEQ1	3475	0.00624	0.763
SEQ1	3476	0.00393	0.763
SEQ1	3477	0.00468	0.765
SEQ1	3478	0.00627	0.768
SEQ1	3479	0.0105	0.773
SEQ1	3480	0.0111	0.780
SEQ1	3481	0.0098	0.786
SEQ1	3482	0.00823	0.792
SEQ1	3483	0.00563	0.796
SEQ1	3484	0.00397	0.796
SEQ1	3485	0.00359	0.795
SEQ1	3486	0.00396	0.794
SEQ1	3487	0.00414	0.791
SEQ1	3488	0.00373	0.788
SEQ1	3489	0.00246	0.786
SEQ1	3490	0.00213	0.786
SEQ1	3491	0.00176	0.786
SEQ1	3492	0.00102	0.786
SEQ1	3493	0.000652	0.785
SEQ1	3494	0.000891	0.784
SEQ1	3495	0.0017	0.785
SEQ1	3496	0.00385	0.788
SEQ1	3497	0.00721	0.794
SEQ1	3498	0.0106	0.803
SEQ1	3499	0.01	0.809
SEQ1	3500	0.00682	0.810
SEQ1	3501	0.00244	0.806
SEQ1	3502	0.0013	0.804
SEQ1	3503	0.000684	0.804
SEQ1	3504	0.000643	0.803
SEQ1	3505	0.00153	0.804
SEQ1	3506	0.00401	0.807
SEQ1	3507	0.0106	0.816
SEQ1	3508	0.015	0.829
SEQ1	3509	0.0153	0.842
SEQ1	3510	0.0109	0.851
SEQ1	3511	0.0091	0.858
SEQ1	3512	0.0057	0.860
SEQ1	3513	0.00562	0.861
SEQ1	3514	0.00541	0.864
SEQ1	3515	0.00443	0.867
SEQ1	3516	0.0043	0.871
SEQ1	3517	0.00441	0.875
SEQ1	3518	0.00766	0.883
SEQ1	3519	0.00707	0.890
SEQ1	3520	0.00663	0.896
SEQ1	3521	0.00364	0.899
SEQ1	3522	0.00182	0.900
SEQ1	3523	0.000908	0.900
SEQ1	3524	0.000753	0.900
SEQ1	3525	0.000861	0.900
SEQ1	3526	0.00169	0.901
SEQ1	3527	0.00259	0.903
SEQ1	3528	0.00329	0.905
SEQ1	3529	0.00313	0.908
SEQ1	3530	0.00186	0.909
SEQ1	3531	0.000748	0.910
SEQ1	3532	0.000431	0.910
SEQ1	3533	0.00035	0.910
SEQ1	3534	0.000491	0.909
SEQ1	3535	0.000796	0.908
SEQ1	3536	0.00132	0.907
SEQ1	3537	0.00194	0.906
SEQ1	3538	0.00245	0.906
SEQ1	3539	0.00146	0.906
SEQ1	3540	0.00103	0.906
SEQ1	3541	0.000712	0.906
SEQ1	3542	0.000372	0.906
SEQ1	3543	0.000355	0.906
SEQ1	3544	0.000623	0.905
SEQ1	3545	0.00137	0.906
SEQ1	3546	0.00293	0.907
SEQ1	3547	0.0042	0.910
SEQ1	3548	0.00396	0.912
SEQ1	3549	0.0022	0.913
SEQ1	3550	0.00121	0.913
SEQ1	3551	0.000709	0.913
SEQ1	3552	0.000381	0.913
SEQ1	3553	0.000219	0.912
SEQ1	3554	0.000187	0.911
SEQ1	3555	0.000279	0.909
SEQ1	3556	0.000647	0.903
SEQ1	3557	0.00201	0.888
SEQ1	3558	0.0039	0.866
SEQ1	3559	0.00382	0.850
SEQ1	3560	0.00186	0.840
SEQ1	3561	0.000813	0.836
SEQ1	3562	0.000385	0.835
SEQ1	3563	0.000262	0.834
SEQ1	3564	0.000299	0.834
SEQ1	3565	0.000518	0.833
SEQ1	3566	0.00119	0.833
SEQ1	3567	0.0027	0.833
SEQ1	3568	0.00395	0.834
SEQ1	3569	0.00418	0.833
SEQ1	3570	0.00349	0.832
SEQ1	3571	0.00198	0.829
SEQ1	3572	0.00133	0.825
SEQ1	3573	0.00115	0.823
SEQ1	3574	0.000795	0.821
SEQ1	3575	0.000613	0.818
SEQ1	3576	0.000646	0.815
SEQ1	3577	0.00103	0.812
SEQ1	3578	0.00174	0.809
SEQ1	3579	0.0029	0.809
SEQ1	3580	0.0024	0.809
SEQ1	3581	0.002	0.809
SEQ1	3582	0.00138	0.808
SEQ1	3583	0.00121	0.808
SEQ1	3584	0.00182	0.808
SEQ1	3585	0.00445	0.810
SEQ1	3586	0.00603	0.813
SEQ1	3587	0.00767	0.816
SEQ1	3588	0.00592	0.816
SEQ1	3589	0.0041	0.813
SEQ1	3590	0.00237	0.809
SEQ1	3591	0.00202	0.805
SEQ1	3592	0.00225	0.801
SEQ1	3593	0.00271	0.797
SEQ1	3594	0.00351	0.793
SEQ1	3595	0.00474	0.789
SEQ1	3596	0.00542	0.782
SEQ1	3597	0.00368	0.771
SEQ1	3598	0.00279	0.762
SEQ1	3599	0.00174	0.755
SEQ1	3600	0.00164	0.751
SEQ1	3601	0.00126	0.749
SEQ1	3602	0.00102	0.744
SEQ1	3603	0.00156	0.738
SEQ1	3604	0.00251	0.723
SEQ1	3605	0.00385	0.686
SEQ1	3606	0.00767	0.638
SEQ1	3607	0.0104	0.604
SEQ1	3608	0.00903	0.584
SEQ1	3609	0.0043	0.574
SEQ1	3610	0.00219	0.569
SEQ1	3611	0.00141	0.564
SEQ1	3612	0.00105	0.560
SEQ1	3613	0.00146	0.556
SEQ1	3614	0.00372	0.554
SEQ1	3615	0.0142	0.562
SEQ1	3616	0.0345	0.586
SEQ1	3617	0.0438	0.615
SEQ1	3618	0.04	0.638
SEQ1	3619	0.0176	0.640
SEQ1	3620	0.00773	0.637
SEQ1	3621	0.00401	0.634
SEQ1	3622	0.00359	0.631
SEQ1	3623	0.00283	0.630
SEQ1	3624	0.00259	0.628
SEQ1	3625	0.00565	0.627
SEQ1	3626	0.00925	0.626
SEQ1	3627	0.0174	0.632
SEQ1	3628	0.0213	0.644
SEQ1	3629	0.0109	0.646
SEQ1	3630	0.00446	0.645
SEQ1	3631	0.0014	0.643
SEQ1	3632	0.000458	0.640
SEQ1	3633	0.00038	0.636
SEQ1	3634	0.000377	0.632
SEQ1	3635	0.000812	0.629
SEQ1	3636	0.00293	0.630
SEQ1	3637	0.0114	0.639
SEQ1	3638	0.0371	0.674
SEQ1	3639	0.0472	0.721
SEQ1	3640	0.0231	0.743
SEQ1	3641	0.00733	0.749
SEQ1	3642	0.00199	0.750
SEQ1	3643	0.000817	0.747
SEQ1	3644	0.000467	0.740
SEQ1	3645	0.000474	0.730
SEQ1	3646	0.000745	0.721
SEQ1	3647	0.00184	0.716
SEQ1	3648	0.0054	0.719
SEQ1	3649	0.0134	0.731
SEQ1	3650	0.0224	0.752
SEQ1	3651	0.0209	0.773
SEQ1	3652	0.00923	0.780
SEQ1	3653	0.00416	0.781
SEQ1	3654	0.00271	0.773
SEQ1	3655	0.0026	0.760
SEQ1	3656	0.00248	0.747
SEQ1	3657	0.00281	0.739
SEQ1	3658	0.00414	0.734
SEQ1	3659	0.00717	0.736
SEQ1	3660	0.00684	0.737
SEQ1	3661	0.00771	0.739
SEQ1	3662	0.0048	0.740
SEQ1	3663	0.00294	0.738
SEQ1	3664	0.00132	0.735
SEQ1	3665	0.000558	0.728
